name,April,February,January,June,March,May
Kevin Simpson,0,3,3,1,1,1
Kevin Snyder,1,3,2,0,1,2
Kevin Soto,3,1,3,1,2,0
Kevin Stokes,3,3,3,3,3,0
Kevin Taylor,4,3,6,4,4,6
Kevin Thornton,3,3,0,0,3,1
Kevin Townsend,0,0,2,3,1,3
Kevin Trevino,3,3,2,3,3,1
Kevin Walker,0,3,0,1,3,1
Kevin Watkins,3,1,3,0,1,0
Kevin Wheeler,2,0,2,0,2,0
Kevin Willis,2,0,2,0,1,0
Kevin Wilson,0,3,0,2,3,0
Kevin Wright,1,3,1,0,0,0
Kiara Smith,3,2,0,1,0,0
Kim Arnold,1,3,3,3,0,0
Kim Baker,3,3,1,0,1,2
Kim Bautista,0,3,0,3,2,3
Kim Buchanan,0,2,2,3,2,2
Kim Flynn,1,2,3,0,1,0
Kim Gibbs,3,3,1,2,3,1
Kim Grant,0,1,3,1,0,1
Kim Hamilton,3,2,2,2,2,2
Kim Holt,3,3,1,2,2,1
Kim Jenkins,0,0,0,2,3,3
Kim Mccoy,3,0,1,1,1,2
Kim Meyer,0,1,3,1,3,0
Kim Moore,1,2,0,1,0,3
Kim Parker,2,1,2,1,1,1
Kim Pearson,2,2,3,0,0,2
Kim Rodgers,3,2,2,1,2,1
Kim Rodriguez,0,2,3,2,0,3
Kim Sanchez,3,1,3,0,3,1
Kim Snyder,3,0,0,3,2,0
Kim Sparks,2,2,3,0,2,3
Kim Stewart,0,0,0,3,2,2
Kim Turner,2,3,3,3,3,3
Kimberly Acosta,0,2,0,1,1,1
Kimberly Adams,2,2,3,1,0,3
Kimberly Baker,1,0,1,1,2,0
Kimberly Ballard,3,3,3,1,3,3
Kimberly Beasley,2,0,1,1,2,1
Kimberly Beck,1,3,3,1,0,3
Kimberly Bowers,1,3,3,1,1,0
Kimberly Branch,2,0,0,3,1,2
Kimberly Bridges,0,3,3,3,2,0
Kimberly Bryant,3,1,2,1,2,0
Kimberly Carter,1,3,3,0,3,2
Kimberly Chen,1,2,2,2,2,1
Kimberly Clark,3,2,1,3,0,2
Kimberly Cox,3,1,2,0,3,0
Kimberly Davis,4,2,3,6,2,5
Kimberly Dominguez,1,1,2,0,1,2
Kimberly Douglas,2,0,0,3,0,2
Kimberly Doyle,2,5,4,6,3,0
Kimberly Durham,1,0,2,2,0,3
Kimberly Edwards,1,1,4,2,4,4
Kimberly Foster,2,0,2,2,2,1
Kimberly Frazier,1,1,1,0,1,0
Kimberly Hartman,1,2,2,0,0,1
Kimberly Herrera,2,0,3,1,3,0
Kimberly Hunter,1,3,2,2,3,3
Kimberly James,3,1,2,3,1,3
Kimberly Johnson,4,2,4,2,4,3
Kimberly Klein,3,2,2,3,3,2
Kimberly Kline,0,0,1,2,0,3
Kimberly Knapp,0,3,3,2,0,3
Kimberly Koch,0,2,1,2,2,3
Kimberly Lopez,1,2,3,3,3,1
Kimberly Marquez,3,0,2,0,3,2
Kimberly Martinez,1,3,2,3,3,2
Kimberly Mason,3,0,3,1,3,0
Kimberly Miller,6,1,1,2,4,5
Kimberly Moody,0,1,3,0,1,2
Kimberly Morris,3,3,3,1,3,3
Kimberly Nielsen DDS,1,3,1,2,3,2
Kimberly Ortiz,0,0,3,2,2,1
Kimberly Owens,3,2,3,3,2,2
Kimberly Park,1,2,1,3,1,3
Kimberly Parker,0,1,3,3,2,0
Kimberly Paul,3,0,0,2,1,2
Kimberly Ramirez,1,2,2,3,2,2
Kimberly Rodriguez,7,5,0,4,3,3
Kimberly Rogers,3,0,3,1,1,0
Kimberly Schaefer,3,0,3,0,2,0
Kimberly Skinner,0,1,2,3,2,1
Kimberly Smith,3,4,1,1,2,2
Kimberly Taylor,2,3,2,3,1,3
Kimberly Travis,1,2,2,3,2,1
Kimberly Vazquez,2,2,2,3,3,2
Kimberly Ward,0,3,1,0,3,3
Kimberly Wong,1,2,1,1,2,2
Kimberly Wood,3,3,3,2,3,0
Kimberly Wright,3,2,2,2,3,3
Kimberly Wyatt,3,2,1,0,1,2
Kimberly Yang,1,1,0,3,0,1
Kirk Henry,3,1,2,2,3,2
Kirk Mejia,1,0,1,1,1,1
Kirk Nguyen,3,0,3,1,3,3
Kirk Scott,3,2,2,3,2,1
Kirk Vasquez,1,1,3,2,1,0
Kirsten Cook,3,2,3,0,1,3
Kirsten Thomas,1,2,3,0,0,1
Krista Berg,1,0,0,3,2,0
Krista Brown,0,0,3,1,3,0
Krista Burton,2,0,3,0,2,0
Krista Martin,3,0,3,3,0,2
Kristen Bentley,3,1,0,3,1,1
Kristen Cooper,1,1,1,0,3,3
Kristen Elliott,3,1,2,1,2,0
Kristen Gilmore,1,1,1,1,3,0
Kristen Hall,2,1,2,2,3,3
Kristen Hernandez,2,3,1,0,1,0
Kristen Jones,2,4,5,1,5,2
Kristen Khan,1,2,0,1,3,0
Kristen Martinez,1,1,1,3,0,0
Kristen Palmer,1,3,3,2,2,0
Kristen Perry,0,3,3,3,1,1
Kristen Ramirez,3,3,0,2,3,3
Kristen Shepherd,3,2,3,0,1,2
Kristen Simpson,3,1,1,2,0,1
Kristen Smith,3,1,3,2,0,0
Kristen Taylor,3,3,3,0,3,3
Kristi Harrington,1,3,1,3,1,3
Kristi Hurst,0,2,2,3,1,2
Kristi Sherman,1,3,1,2,2,3
Kristie Alvarado,1,3,0,1,0,3
Kristie Bullock,2,0,2,3,0,0
Kristie Jones,0,2,2,0,1,1
Kristin Crosby,0,3,0,1,0,0
Kristin Fowler,1,2,0,0,2,0
Kristin Hays,3,3,2,0,0,0
Kristin Henderson,3,1,1,3,1,2
Kristin Hicks,0,1,0,1,3,1
Kristin James,0,1,3,0,1,0
Kristin Lewis,1,2,3,2,2,1
Kristin Powell,2,0,1,1,0,2
Kristin Ramirez,0,3,2,2,2,3
Kristin Smith,0,0,3,1,1,0
Kristin Taylor,1,1,1,2,2,0
Kristin Williams,1,0,3,3,3,0
Kristina Baker,1,1,3,2,1,2
Kristina Christensen,3,0,3,0,2,2
Kristina Evans,3,0,2,0,1,3
Kristina Morris,3,3,0,0,0,3
Kristina Ortega,1,3,3,2,0,1
Kristina Pollard,1,2,1,0,1,3
Kristina Ramos,1,2,1,2,2,0
Kristina Richardson,1,3,2,0,3,3
Kristina Rowland,0,3,3,3,0,3
Kristine Clark,0,2,3,0,2,3
Kristine Coffey,0,0,1,1,3,3
Kristine Flowers,3,0,2,1,2,0
Kristine Holloway,3,2,1,1,1,1
Kristine Hunter,2,3,1,3,3,2
Kristine Mitchell,0,3,0,2,2,1
Kristine Paul,3,0,0,1,3,2
Kristopher Davis,0,0,1,3,1,3
Kristopher Valencia,3,0,3,1,1,3
Kristy Bond,1,1,3,1,0,0
Kristy Jones,3,3,1,3,3,3
Kristy Nguyen,2,2,0,1,2,2
Kristy Olson,3,1,0,0,3,2
Kristy Trevino,2,2,1,1,0,2
Krystal Anderson,3,1,0,2,1,0
Krystal Eaton,2,0,2,2,0,0
Krystal Green,0,3,3,2,2,2
Krystal Pittman,0,2,3,0,3,1
Kurt Dominguez,0,0,2,0,1,2
Kurt Huffman,1,1,3,2,0,0
Kyle Anderson,1,2,2,3,2,1
Kyle Booth,1,2,1,1,3,2
Kyle Carey,2,2,2,1,3,1
Kyle Davila,1,2,2,1,0,0
Kyle Davis,2,2,1,0,3,2
Kyle Fernandez,0,1,3,0,2,3
Kyle Gonzalez,0,0,0,0,2,1
Kyle Jenkins,0,2,3,3,1,1
Kyle Jones,1,3,0,2,3,2
Kyle Kelly,2,0,0,2,2,0
Kyle Lee,2,3,3,2,3,1
Kyle Lewis,0,1,0,1,0,2
Kyle Martin,1,2,1,3,2,1
Kyle Meyer,2,3,3,3,1,0
Kyle Morgan,2,1,2,1,1,2
Kyle Murphy,2,2,2,1,1,2
Kyle Nelson,0,3,0,2,2,1
Kyle Nguyen MD,3,0,1,1,3,2
Kyle Ortiz,2,1,1,0,3,3
Kyle Patton,2,2,1,0,3,1
Kyle Pena,0,1,2,1,1,0
Kyle Peterson,0,0,3,3,0,3
Kyle Ross PhD,1,3,2,2,2,2
Kyle Stevens,1,2,1,3,1,3
Kyle Thomas,1,0,3,2,0,3
Kyle Walker,1,1,1,3,2,3
Kyle Wallace,2,1,3,3,3,1
Kyle Williams,3,3,3,1,2,2
Kylie Allen,3,3,1,0,0,0
Kylie Hendricks,0,3,0,3,1,3
Lacey Jordan,3,0,1,2,1,1
Lance Knapp,2,0,3,3,2,1
Lance Maldonado,0,3,0,2,2,3
Lance Mccoy,0,2,1,3,3,2
Lance Taylor,3,3,1,2,1,1
Larry Alvarez,3,0,0,2,2,3
Larry Carney,1,2,2,3,0,1
Larry Hamilton,0,0,1,1,1,0
Larry Kim,3,3,0,0,0,3
Larry Mccarty,1,1,0,2,2,1
Larry Mejia,0,3,0,2,1,3
Larry Miller,0,3,1,1,0,2
Larry Morris,2,0,2,2,3,0
Larry Munoz,1,3,2,1,2,0
Larry Neal,2,3,3,1,2,1
Larry Rodriguez,1,2,2,2,1,0
Larry Sexton,0,1,3,3,3,0
Larry Walters,0,3,1,1,0,2
Latasha Garcia,2,1,0,3,2,0
Latasha Murphy,1,3,1,1,2,0
Latoya Collins,2,2,1,1,0,1
Latoya Henderson,3,2,3,2,2,3
Latoya Jordan MD,0,1,2,2,1,0
Latoya Young,1,3,0,1,1,2
Laura Abbott,2,1,3,3,2,3
Laura Adams,0,1,3,3,0,1
Laura Allen,3,2,1,2,2,0
Laura Barajas,1,2,2,2,1,3
Laura Boyd,2,0,3,3,0,0
Laura Brown,0,2,2,1,0,2
Laura Caldwell,1,2,0,3,1,1
Laura Carter,1,2,3,2,0,2
Laura Collins,3,3,0,1,0,2
Laura Colon,2,3,3,1,1,3
Laura David,2,0,3,0,1,2
Laura Forbes,2,2,2,3,1,1
Laura Frey,0,1,1,3,2,2
Laura Gordon,1,1,2,1,1,2
Laura Hardy,1,2,1,3,2,2
Laura Harmon,3,3,2,1,1,2
Laura Hurst,2,0,0,3,3,0
Laura Kim,2,3,0,1,1,2
Laura King,0,3,1,3,3,2
Laura Lawrence,3,2,3,1,3,1
Laura Lawson,3,1,1,2,2,1
Laura Long,1,1,1,2,1,3
Laura Luna,1,2,0,3,2,0
Laura Lynch,3,1,3,1,1,2
Laura Morgan,2,0,2,1,0,3
Laura Peterson,3,2,3,3,2,1
Laura Powell,0,0,0,2,0,2
Laura Ramirez,3,0,3,0,1,0
Laura Ray,2,2,3,2,2,2
Laura Richardson,1,1,1,3,0,2
Laura Rodriguez,2,2,0,2,1,2
Laura Savage,3,0,1,1,1,0
Laura Short,3,1,1,1,3,2
Laura Tanner,1,2,1,2,2,3
Laura Thompson,2,2,2,2,0,0
Laura Thornton,0,3,1,1,1,0
Laura Warner,3,0,2,3,3,3
Laura Wells,0,0,1,1,3,0
Laura White DDS,2,2,3,3,1,3
Laura Wilkerson,0,0,2,1,0,3
Laura Williams,5,4,2,0,3,3
Laura Wilson,2,3,1,3,1,0
Laura Young,3,2,3,1,3,1
Lauren Bolton,1,3,3,1,0,0
Lauren Burns,1,3,1,0,3,1
Lauren Collins,0,1,0,1,0,1
Lauren Curry,0,1,0,0,1,3
Lauren Garcia,2,0,1,0,1,1
Lauren Gill,0,3,3,1,2,3
Lauren Guzman,3,2,3,2,2,1
Lauren Harris,1,3,2,2,0,1
Lauren Henry,0,1,0,0,1,2
Lauren Jacobs,0,0,0,3,3,0
Lauren Jordan,2,0,1,0,1,0
Lauren Kelly,3,3,3,3,1,3
Lauren Leon,1,3,0,0,0,0
Lauren Madden,0,1,2,0,0,1
Lauren Mosley,3,1,3,1,2,3
Lauren Riddle,3,2,3,1,1,3
Lauren Roberts,1,3,1,1,0,1
Lauren Sanders,1,2,1,3,2,2
Lauren Serrano,2,3,0,1,2,3
Lauren Smith,3,0,3,3,0,2
Lauren Strickland,3,2,1,0,1,1
Lauren Webster,2,0,2,1,1,3
Lauren Wilson,2,1,3,0,1,1
Lauren Wood,3,4,2,4,3,6
Laurie Boyd,1,2,0,1,3,2
Laurie Ford,1,3,3,2,2,2
Laurie French,1,2,2,0,0,2
Laurie Jimenez,1,3,3,1,0,3
Laurie Johnson,3,3,3,3,1,0
Laurie Nelson,3,3,3,3,3,0
Laurie Schneider,3,0,2,2,0,2
Laurie Schultz,3,2,1,1,3,1
Lawrence Fernandez,3,0,3,3,3,3
Lawrence Fuller,2,3,0,0,3,2
Lawrence Harding DDS,1,1,0,0,1,2
Lawrence Jones,3,0,1,0,2,3
Lawrence Rodriguez,3,3,2,2,1,1
Lawrence Ryan,2,2,0,0,0,1
Lawrence Soto,1,1,1,3,3,0
Lawrence Strickland,3,3,2,3,1,3
Lawrence Young,3,2,3,3,3,2
Leah Allen,2,3,2,1,1,2
Leah Campbell,1,2,0,2,1,3
Leah Carter,2,0,0,0,2,1
Leah Conner,1,1,1,1,0,3
Leah Douglas,0,2,2,0,3,1
Leah Fischer,2,3,1,3,1,1
Leah Holmes,3,0,2,0,3,0
Leah Leon,0,2,0,2,0,1
Leah Long,2,2,2,1,3,2
Leah Martin,0,2,1,2,0,3
Leah Miller,3,3,1,0,3,1
Leah Molina,1,1,3,2,1,3
Leah Phillips,0,1,2,3,1,3
Leah Thompson,1,0,2,2,1,2
Lee Freeman,0,0,0,2,3,0
Lee Jones,1,0,0,0,3,0
Lee Kennedy,3,0,2,3,1,0
Lee Mccoy,1,0,1,2,3,3
Lee Mosley,0,0,0,1,1,1
Lee Page,3,3,3,2,1,1
Leonard Barber,0,2,1,1,0,3
Leroy Harris PhD,0,3,1,1,3,0
Leslie Alvarez,0,0,0,2,0,1
Leslie Campbell,3,1,1,2,1,0
Leslie Fisher,0,1,3,1,2,1
Leslie Garcia,2,2,0,3,3,2
Leslie Grant,3,1,1,2,2,2
Leslie Johnson,3,3,2,3,3,2
Leslie Jones,2,1,2,3,3,1
Leslie Lam,2,2,0,0,1,3
Leslie Mayer,3,3,3,2,2,2
Leslie Murray,2,2,3,1,3,2
Leslie Pruitt,3,3,2,1,1,2
Leslie Reese,3,2,1,3,2,3
Leslie Reyes,3,1,1,0,1,2
Leslie Schaefer,1,3,1,1,2,2
Leslie Sims,1,3,3,1,1,3
Leslie Wagner,1,2,1,2,0,0
Levi Reyes,3,1,1,1,3,3
Linda Bailey,1,3,1,1,1,1
Linda Brown,1,1,0,3,3,3
Linda Case,2,2,1,2,0,0
Linda Cooley,0,2,3,3,1,2
Linda Cox,3,2,1,3,0,0
Linda Gonzalez,1,1,1,1,1,0
Linda Hall,0,1,3,1,3,1
Linda Kelley,3,1,3,3,3,3
Linda Lewis,3,1,3,2,1,3
Linda Lowery,1,2,0,1,1,0
Linda Stewart,0,2,0,0,3,2
Linda Sutton,0,0,2,0,1,3
Linda Welch,2,3,3,3,3,1
Linda Williams,3,2,1,3,3,3
Lindsay Alexander,1,3,3,3,3,3
Lindsay Blevins,2,2,3,0,2,3
Lindsay Campbell,1,2,1,0,1,2
Lindsay Guerrero,2,0,2,3,2,1
Lindsay Hodges,3,2,1,1,0,2
Lindsay Levine,2,0,3,2,3,3
Lindsay Santana,1,2,3,2,1,1
Lindsay Schmidt,3,1,1,1,0,2
Lindsay Weaver,3,1,3,1,1,3
Lindsey Bowman,3,1,3,3,1,0
Lindsey Coleman,3,3,2,3,1,1
Lindsey Daugherty,3,2,3,0,1,1
Lindsey French,2,1,1,1,2,0
Lindsey Garcia,3,0,1,3,3,2
Lindsey Gonzales,0,3,1,0,3,1
Lindsey Jackson,2,3,0,1,3,1
Lindsey Lewis,0,2,3,3,1,0
Lindsey Mack,2,3,2,0,3,2
Lindsey Martinez,3,3,3,0,2,2
Lindsey Mcintyre,1,2,3,3,1,2
Lindsey Parsons,3,3,3,0,1,1
Lindsey Perez,1,2,1,2,0,2
Lindsey Sexton,0,2,2,2,3,1
Lindsey Shepherd,2,3,3,1,1,0
Lindsey Walker,0,3,0,1,2,3
Lindsey Wilkins,2,2,3,3,2,0
Lindsey Wilson,0,3,3,3,0,1
Lindsey Wright,3,1,2,2,0,1
Lisa Austin,2,0,0,0,0,3
Lisa Barton,3,2,1,3,1,2
Lisa Brandt,3,2,1,1,1,1
Lisa Brooks,3,3,1,3,3,1
Lisa Brown,3,0,3,5,0,1
Lisa Bush,1,0,0,2,3,2
Lisa Cabrera,2,2,0,2,3,3
Lisa Clarke,0,2,1,1,0,0
Lisa Collins,2,1,0,0,1,1
Lisa Conley,0,3,2,0,3,2
Lisa Cooper,2,0,2,2,1,0
Lisa Cross,2,1,3,1,2,0
Lisa Cruz,0,1,0,0,0,2
Lisa Cunningham,1,1,3,2,0,1
Lisa Davidson,3,1,1,3,1,2
Lisa Dennis,3,1,0,0,3,0
Lisa Garcia,0,1,0,0,0,1
Lisa Gomez,1,3,2,2,2,2
Lisa Gray,2,3,1,1,0,2
Lisa Green,5,2,4,0,2,4
Lisa Greer,0,3,3,2,1,3
Lisa Hall,1,2,3,1,2,1
Lisa Hardin,3,3,2,3,2,1
Lisa Harris,2,1,1,1,0,2
Lisa Harvey,3,2,0,1,0,1
Lisa Hernandez,3,1,0,2,2,3
Lisa Jackson,3,3,3,2,3,2
Lisa Jenkins,5,5,4,4,5,6
Lisa Johnson,5,2,5,0,3,3
Lisa Johnston,3,2,0,2,2,1
Lisa Jones,1,2,1,0,2,2
Lisa Jordan,0,0,3,3,2,1
Lisa Juarez,0,0,1,0,0,3
Lisa Lang,2,2,1,2,2,3
Lisa Leach,3,0,0,2,3,0
Lisa Lee,2,2,2,4,4,3
Lisa Long,1,2,2,2,2,3
Lisa Lopez,3,2,0,2,0,2
Lisa Malone,2,1,1,3,2,1
Lisa Martin,3,2,0,1,1,0
Lisa Mason,1,3,2,3,3,3
Lisa Mcdaniel,0,2,1,3,3,1
Lisa Mendez,2,1,3,3,1,3
Lisa Monroe,1,2,3,1,1,2
Lisa Moore,2,1,0,0,1,0
Lisa Morrison,1,2,2,2,2,2
Lisa Mueller,1,3,0,2,2,1
Lisa Nelson,2,2,0,1,3,3
Lisa Olson,0,3,2,3,3,1
Lisa Ortiz,1,2,1,3,3,2
Lisa Owen,2,2,3,3,3,2
Lisa Pacheco,1,1,3,1,2,0
Lisa Palmer,2,2,0,0,3,3
Lisa Payne,3,2,3,0,0,0
Lisa Porter,2,0,0,0,0,2
Lisa Powell,0,2,2,2,3,1
Lisa Richardson,2,2,3,3,2,0
Lisa Rivera DDS,2,1,1,0,0,1
Lisa Robinson,3,2,1,0,2,2
Lisa Smith,1,3,3,0,2,0
Lisa Snow,3,0,3,1,2,0
Lisa Soto,1,1,1,0,0,1
Lisa Sullivan,1,0,0,3,0,2
Lisa Taylor,2,0,1,1,0,2
Lisa Thomas,3,1,0,0,2,3
Lisa Tran,3,1,1,0,2,3
Lisa Wallace,1,3,3,1,3,2
Lisa Walters,3,2,0,3,3,1
Lisa Ward,3,2,3,3,2,0
Lisa Watson,0,1,1,1,2,3
Lisa Werner,2,1,2,0,0,0
Lisa Wilcox,0,3,1,0,0,0
Lisa Williams,7,9,1,3,2,4
Lisa Wood,3,1,2,1,3,0
Logan Burgess,2,2,1,2,1,1
Logan Castillo,0,0,3,3,0,3
Logan Ford,2,3,2,3,2,0
Logan Gray,2,1,0,2,0,3
Logan Mack,2,0,2,1,3,1
Logan Reed,0,1,1,0,2,2
Loretta Singh,3,1,2,2,0,3
Loretta Valdez,2,2,1,3,0,0
Loretta Wu,2,1,0,3,1,1
Lori Anderson,0,1,1,2,0,1
Lori Baker,3,1,3,2,2,2
Lori Blake,2,1,0,1,3,2
Lori Bond,3,2,3,2,2,3
Lori Bowers,3,0,2,2,1,3
Lori Bradshaw,0,2,1,2,0,3
Lori Brown,1,0,1,2,2,3
Lori Brown MD,1,0,3,1,2,3
Lori Burns,1,1,1,0,1,3
Lori Cox,2,3,1,0,1,2
Lori Cruz,2,3,1,1,3,1
Lori Doyle,3,3,0,2,2,3
Lori Dudley,0,1,1,1,3,1
Lori Duncan,3,3,3,3,3,2
Lori Garcia,3,1,2,3,3,2
Lori Gutierrez,2,0,2,1,0,0
Lori Hansen,0,1,2,2,0,0
Lori Henderson,3,1,3,0,3,0
Lori Hendrix,3,1,1,1,3,1
Lori Jackson,3,1,2,3,1,2
Lori Keith,1,0,2,3,3,0
Lori Lang,3,3,2,1,2,2
Lori Little,2,2,2,2,3,3
Lori Martinez,0,0,3,3,3,2
Lori Melendez,1,3,2,1,2,1
Lori Miller,0,2,3,0,2,2
Lori Perez,0,1,0,2,3,1
Lori Peterson,0,1,3,2,0,1
Lori Santos,2,1,3,1,1,0
Lori Shaw,3,2,1,1,2,3
Lori Walker,1,3,3,0,3,0
Lori Whitehead,2,1,0,0,2,3
Lori Wu,3,0,3,1,3,0
Lori York,3,1,0,3,3,1
Lorraine Dennis,2,1,1,3,0,3
Lorraine Lane,0,3,3,2,0,1
Louis Freeman,2,0,1,1,1,1
Louis Lloyd,2,1,0,1,0,3
Louis Lopez,2,3,0,3,1,2
Louis Osborn,0,3,3,3,0,3
Louis Ramirez,2,3,2,1,2,3
Louis Ross,1,1,1,1,0,0
Louis Schmidt,2,0,0,2,1,1
Louis Thomas,1,3,1,0,1,2
Louis Walker,0,2,1,1,2,2
Lucas Kennedy,2,2,1,1,1,0
Lucas Price,3,2,3,2,3,2
Luis Bass,0,1,0,2,3,2
Luis Campbell,2,2,0,3,0,3
Luis Edwards,0,1,1,2,2,1
Luis Ellis,3,3,2,3,3,3
Luis Garcia,2,0,2,3,3,2
Luis Moore,2,1,1,2,0,3
Luis Olson,0,3,2,2,1,3
Luis Rivera,0,2,3,1,2,3
Luis Smith,1,2,2,0,3,0
Luke Gonzalez,3,3,1,3,0,0
Luke Hunt,2,0,2,3,2,0
Luke Kim,3,0,0,0,1,1
Luke Martin,0,3,3,3,0,0
Luke Murphy,0,3,2,0,1,2
Luke Reyes,0,2,3,0,0,2
Luke Roberts,2,1,1,2,2,3
Luke Rodriguez,3,3,3,2,0,2
Luke Strong,3,3,0,3,0,3
Lydia Barnett,2,2,1,0,0,1
Lydia Dixon,1,0,0,1,0,0
Lydia Edwards,1,3,3,3,1,3
Lynn Brown,0,3,1,1,1,0
Lynn Callahan,1,2,1,3,2,0
Lynn Cross,2,0,2,0,1,0
Lynn Hopkins,2,1,2,3,0,0
Lynn Parker MD,3,2,3,3,1,3
Lynn Robertson,3,1,0,2,1,1
Lynn Turner,2,3,2,3,0,2
Mackenzie Harrison,1,0,2,0,1,3
Mackenzie Hodges,1,2,3,3,3,1
Mackenzie Little,0,0,3,1,3,3
Mackenzie Moreno,3,0,3,3,1,2
Mackenzie Richard,1,3,1,0,2,3
Mackenzie Taylor,2,3,0,3,3,2
Madeline Bridges,2,2,0,2,1,1
Madeline Gibson,1,2,3,0,2,2
Madeline Gonzalez,0,0,1,3,2,2
Madeline Martinez,2,0,0,2,3,2
Madeline Oconnor,2,1,2,3,3,1
Madeline Zhang,1,3,1,0,2,1
Madison Bennett,0,1,0,1,0,3
Madison Johnson,1,1,3,2,1,1
Madison Pope,0,3,3,0,1,1
Madison Pratt,0,2,2,1,3,1
Madison Robertson,0,2,2,0,2,2
Madison Villarreal,0,3,1,2,3,3
Madison Wilcox,3,0,2,0,1,3
Makayla Brown,2,3,0,2,1,3
Makayla Jackson,2,0,2,3,2,2
Malik Day,0,1,2,1,0,0
Mallory Jimenez,3,0,0,2,3,0
Mandy Sanchez,3,2,2,1,2,0
Manuel Berger,3,0,3,1,3,3
Manuel Conner,2,2,3,1,3,0
Manuel Jones,2,0,2,0,3,0
Manuel Lee,0,0,1,1,0,2
Manuel Little,0,3,0,3,3,2
Manuel Mercer,2,2,0,0,2,0
Manuel Norton,0,3,0,2,3,1
Manuel Pruitt,3,2,3,2,1,3
Manuel Swanson,2,0,0,2,0,3
Manuel Torres,0,1,2,2,2,0
Manuel Warner,0,1,3,0,2,1
Marc Charles,1,0,3,1,1,1
Marc Garcia,3,3,2,3,3,4
Marc Jackson,0,3,1,2,1,0
Marc Jensen,2,3,0,2,0,2
Marcia Livingston,1,0,1,3,0,0
Marcia Woods,0,1,1,1,1,0
Marcia Wright,3,0,0,0,2,1
Marcus Boyd,1,2,1,3,3,0
Marcus Finley,1,2,2,1,3,1
Marcus Garza,2,3,2,0,2,0
Marcus Gibson,1,0,1,1,1,2
Marcus Jensen,3,3,1,3,2,2
Marcus Jones,0,3,2,0,3,0
Marcus Little,1,1,3,1,1,1
Marcus Mosley,2,3,2,3,2,3
Marcus Neal,3,3,2,3,0,1
Marcus Serrano,0,0,2,1,3,3
Marcus Smith,2,3,2,3,1,1
Marcus Thompson,1,1,0,2,3,0
Marcus Williams,2,2,3,0,0,0
Margaret Alvarado,2,3,3,2,1,3
Margaret Best,0,3,3,0,3,2
Margaret Diaz,1,0,0,2,0,2
Margaret Dyer,1,0,2,0,1,3
Margaret Fleming,3,2,2,3,1,1
Margaret Greer,0,2,1,3,2,2
Margaret Hunter,1,1,3,2,0,0
Margaret Lee,2,0,3,0,2,1
Margaret Lopez,6,4,2,4,2,3
Margaret Moore,3,1,3,1,3,3
Margaret Nichols,2,1,1,1,0,1
Margaret Perez,1,0,0,0,0,0
Margaret Pierce,1,1,3,1,0,1
Margaret Richards,2,3,3,1,3,2
Margaret Watson,1,3,0,0,1,1
Margaret Williams,3,3,3,0,2,1
Margaret Wilson,0,2,3,3,3,2
Maria Aguirre,2,2,0,1,1,0
Maria Anderson,2,2,2,0,1,2
Maria Bowen,2,3,0,2,2,3
Maria Butler,1,1,1,0,3,1
Maria Carroll,1,3,1,3,1,1
Maria Evans,0,3,3,3,3,3
Maria Fox,0,3,2,1,0,3
Maria Fritz,2,1,2,0,3,0
Maria Gill,2,2,2,0,3,2
Maria Griffin,0,2,1,2,0,3
Maria Holloway,0,2,1,0,0,3
Maria Jones,3,0,3,1,1,1
Maria King,0,2,0,2,3,0
Maria Livingston,3,3,2,1,0,1
Maria Mitchell,2,2,2,3,1,0
Maria Mora,3,1,3,3,2,3
Maria Nguyen,3,0,0,1,0,0
Maria Patterson,3,2,3,1,3,3
Maria Perez,2,3,3,1,3,2
Maria Phillips,2,2,1,0,0,1
Maria Porter,2,3,0,3,1,0
Maria Rodriguez,3,1,2,0,1,0
Maria Sanders,1,1,0,0,1,3
Maria Schmitt,3,1,2,1,0,1
Maria Smith,0,0,3,1,2,3
Maria Warren,0,2,0,3,2,1
Maria Williams,3,0,2,3,1,1
Maria Wood,3,3,2,1,0,1
Maria Woodward,1,3,2,1,0,3
Mariah Beasley,2,2,0,2,2,1
Mariah Bishop,1,2,0,0,0,0
Mariah Delacruz,2,3,2,0,3,3
Mariah Gentry,0,1,1,3,3,0
Mariah Long,1,3,1,1,1,3
Marie Davis,0,1,3,0,3,0
Marie Gonzalez,2,1,3,0,3,2
Marie Haynes,2,2,2,3,3,3
Marie Howe,2,1,3,3,3,2
Marie Morton,3,3,1,2,2,0
Marie Taylor,3,2,1,0,2,2
Marilyn Jacobs,1,2,1,2,3,1
Marilyn Smith,0,0,3,2,0,0
Mario Cox,2,1,2,0,1,3
Mario Gutierrez,3,3,0,0,0,2
Mario Jones,1,2,2,0,0,0
Mario Kelley,1,2,1,1,0,3
Mario Martin,0,3,0,1,1,3
Mario Mccoy,3,2,3,2,2,0
Mario Ross,3,1,0,2,2,2
Marisa Finley,1,2,3,3,0,3
Marisa Hoffman,2,1,1,0,3,3
Marissa Anthony,3,3,1,3,1,1
Marissa Carey,1,0,3,0,1,2
Marissa Carroll,2,2,3,3,1,3
Marissa Daniel,2,1,0,1,0,3
Marissa Henderson,1,3,2,3,3,3
Marissa Hines,1,2,3,0,1,2
Marissa Mckinney,1,1,2,1,2,2
Marissa Stokes MD,0,3,1,2,2,3
Mark Adams,3,1,2,0,0,3
Mark Allen,3,0,3,2,2,0
