,,transaction_value,transaction_value,transaction_value,transaction_value,transaction_value,transaction_value
Madeline Zhang,watsonmario,450,18931,199,0,9499,11166
Madison Bennett,zjones,0,5596,0,4799,0,7480
Madison Johnson,swaters,1000,2249,10089,3548,4292,199
Madison Pope,hendrixjose,0,7940,19457,0,300,6683
Madison Pratt,qrobinson,0,7093,7398,8165,13759,199
Madison Robertson,earroyo,0,2896,10356,0,5744,8598
Madison Villarreal,ingramjerry,0,10596,5048,9496,10886,14265
Madison Wilcox,yhoward,6290,0,4843,0,450,22268
Makayla Brown,roachvictoria,8266,8143,0,16430,13156,25441
Makayla Jackson,ocooper,7696,0,16593,17652,14191,5887
Malik Day,richardbarry,0,3000,4098,9289,0,0
Mallory Jimenez,matthew14,18852,0,0,12375,19815,0
Mandy Sanchez,traci01,24988,13294,2198,3980,12293,0
Manuel Berger,tmendez,11618,0,13166,4588,20136,10636
Manuel Conner,novakshelby,14466,9266,22699,799,11781,0
Manuel Jones,alandavis,20130,0,9847,0,7533,0
Manuel Lee,garydurham,0,0,6098,6000,0,2898
Manuel Little,jasonrivera,0,26892,0,15599,16670,8615
Manuel Mercer,syang,10490,8245,0,0,1448,0
Manuel Norton,hintonjohn,0,5846,0,6392,3295,3196
Manuel Pruitt,yramirez,10761,12196,25567,12867,13952,14949
Manuel Swanson,epetty,12139,0,0,6845,0,2794
Manuel Torres,mariahpeterson,0,2597,8590,14578,11950,0
Manuel Warner,michelleroberts,0,5346,8165,0,12460,6299
Marc Charles,kimberlyadams,3744,0,9547,2490,8590,6398
Marc Garcia,kyle03,8892,3980,0,4000,0,3896
Marc Garcia,stevensmith,0,11058,5498,11466,12827,7399
Marc Jackson,jillian78,0,19807,7693,23053,2195,0
Marc Jensen,ronalddyer,7197,13537,0,28120,0,7047
Marcia Livingston,sanfordjose,2397,0,2000,13612,0,0
Marcia Woods,kathryn93,0,3450,799,1000,3596,0
Marcia Wright,josephtrevino,14490,0,0,0,4398,4588
Marcus Boyd,lori71,2898,11465,3144,11514,14473,0
Marcus Finley,victoria51,7176,6347,5878,1299,16545,8269
Marcus Garza,jason10,11590,5439,4887,0,4290,0
Marcus Gibson,jasonlewis,3196,0,2799,6500,6142,12455
Marcus Jensen,christopher73,11988,7145,4696,43624,3796,5492
Marcus Jones,ssmith,0,23750,6791,0,9007,0
Marcus Little,brandon42,4197,450,13397,6192,8294,2847
Marcus Mosley,emilysimpson,3349,21549,9792,8093,13976,12173
Marcus Neal,john96,28014,15245,14590,9689,0,3980
Marcus Serrano,dwayne05,0,0,15853,799,26509,6345
Marcus Smith,brownnicole,5796,19524,7697,12166,2490,14260
Marcus Thompson,hgomez,500,5100,0,7697,18688,0
Marcus Williams,lsmith,3844,15764,22622,0,0,0
Margaret Alvarado,laura88,13990,23454,19274,10405,9960,26651
Margaret Best,clifford26,0,7894,21178,0,13290,15056
Margaret Diaz,fitzgeraldjessica,1199,0,0,5548,0,5195
Margaret Dyer,teresalee,1990,0,3992,0,6169,6575
Margaret Fleming,walkerderek,14397,9095,9478,17270,1500,1047
Margaret Greer,amyguzman,0,3098,2000,6322,6398,15972
Margaret Hunter,raydaniels,8260,300,11543,6784,0,0
Margaret Lee,rickygraves,15362,0,11505,0,7794,7176
Margaret Lopez,david50,7277,17940,0,10194,0,7796
Margaret Lopez,wreed,21988,199,3496,3790,4630,8542
Margaret Moore,joshuaconley,25761,1990,13420,998,4347,7889
Margaret Nichols,perryeddie,8493,4537,150,1800,0,699
Margaret Perez,kimberlymcfarland,2098,0,0,0,0,0
Margaret Pierce,amybailey,3897,4595,17237,3980,0,450
Margaret Richards,ramirezkathy,5395,12986,20395,4500,20000,9095
Margaret Watson,carl92,4500,13341,0,0,5990,3196
Margaret Williams,marcusdawson,14666,10532,18963,0,17656,9480
Margaret Wilson,hancockmichael,0,5594,17952,17671,6393,18611
Maria Aguirre,jamesclark,13302,6600,0,5998,5279,0
Maria Anderson,olivia81,11008,16585,3198,0,9696,12346
Maria Bowen,mcknightdaniel,3495,14412,0,10042,19126,17266
Maria Butler,progers,9779,8460,2248,0,7397,4500
Maria Carroll,ljordan,7794,6744,3000,12362,10588,796
Maria Evans,ybenitez,0,15813,2897,18946,13690,17711
Maria Fox,kgibson,0,14358,14744,1898,0,8797
Maria Fritz,catherine36,2799,300,3695,0,25222,0
Maria Gill,stephanieshaw,5495,6888,7187,0,7739,9527
Maria Griffin,taracrawford,0,8395,2500,6294,0,23534
Maria Holloway,stevenskatherine,0,22362,6120,0,0,9845
Maria Jones,gballard,9044,0,12463,1990,3398,3000
Maria King,kevin41,0,6645,0,8697,14160,0
Maria Livingston,matthew89,15151,11792,6596,2397,0,6796
Maria Mitchell,stephennguyen,18430,5143,3796,12556,1990,0
Maria Mora,erica07,16349,2048,15164,13853,17462,9677
Maria Nguyen,jeffrey80,7127,0,0,5196,0,0
Maria Patterson,kramirez,16489,2898,8264,3697,23526,21183
Maria Perez,kennethsnow,5140,11548,8694,796,13477,13176
Maria Phillips,kclarke,6348,12243,6490,0,0,6567
Maria Porter,thorntoncrystal,12099,14392,0,9392,1996,0
Maria Rodriguez,gregoryrodriguez,4093,1299,14441,0,2296,0
Maria Sanders,anthonybell,1749,10558,0,0,4378,14720
Maria Schmitt,sharon34,11840,5980,13299,4494,0,4776
Maria Smith,brianlandry,0,0,19433,1100,6319,5486
Maria Warren,amystewart,0,7095,0,14672,9080,1450
Maria Williams,alexanderhutchinson,5992,0,8392,12171,796,7346
Maria Wood,shawamanda,7546,16400,10068,5789,0,4299
Maria Woodward,glyons,1946,4246,11354,7366,0,16862
Mariah Beasley,eric89,13191,11635,0,15394,2397,600
Mariah Bishop,estesthomas,10296,8676,0,0,0,0
Mariah Delacruz,jgraves,9215,5982,2388,0,9443,14975
Mariah Gentry,devin37,0,4295,6779,6495,15784,0
Mariah Long,webbkaren,4093,9189,5196,1650,4650,14989
Marie Davis,gmendez,0,3000,14894,0,14557,0
Marie Gonzalez,hortonjoseph,3095,150,14842,0,15769,15430
Marie Haynes,franciscomartinez,10222,3945,3990,12575,14490,10042
Marie Howe,nancygreen,6894,5588,27334,14687,18838,13337
Marie Morton,morgan66,16596,9457,2198,7794,1199,0
Marie Taylor,armstrongjoseph,10270,11793,2149,0,4285,9494
Marilyn Jacobs,langelizabeth,9779,8909,6300,2394,20829,2994
Marilyn Smith,daniel11,0,0,18414,11067,0,0
Mario Cox,luke28,5592,2599,9593,0,3548,9892
Mario Gutierrez,apeterson,13296,22324,0,0,0,6538
Mario Jones,ernestadams,4500,10860,3095,0,0,0
Mario Kelley,zrobinson,2397,6500,5397,3000,0,15379
Mario Martin,rodriguezadam,0,25357,0,7960,1650,15816
Mario Mccoy,lrodriguez,19064,8093,6043,15373,8992,0
Mario Ross,rchase,7987,6398,0,4097,10093,7092
Marisa Finley,williamsstephen,799,12193,21812,16437,0,4245
Marisa Hoffman,rhonda19,11970,3196,4095,0,28678,13965
Marissa Anthony,ubarr,8444,11664,7877,16511,1598,199
Marissa Carey,alexanderbrandon,2698,0,29554,0,12058,14790
Marissa Carroll,zjuarez,10990,3847,10944,8397,10146,19960
Marissa Daniel,javier59,6695,7960,0,1396,0,15976
Marissa Henderson,milesgregory,4500,34488,2398,10362,21904,11793
Marissa Hines,parkermichael,5970,10179,4394,0,4693,3747
Marissa Mckinney,michael04,4038,3897,10373,6696,3697,4095
Marissa Stokes MD,mary70,0,8422,597,7793,9960,21591
Mark Adams,daniellewilliams,3898,8186,7995,0,0,11244
Mark Allen,jbranch,18191,0,4397,9269,15560,0
Mark Andrews,davidwilson,4980,20175,20651,10383,2799,12157
Mark Bradshaw,dgould,15129,6150,0,15262,12591,6586
Mark Brown,harrisapril,8195,0,0,3786,14754,0
Mark Brown,uevans,2000,7893,4696,2990,15130,15017
Mark Burke,traci76,9206,1299,2797,0,0,20542
Mark Cantrell,harrissandra,0,20177,7745,3496,8545,2596
Mark Clarke,rodriguezdavid,10357,6387,0,0,4978,0
Mark Cole,nanderson,11630,10903,8756,0,3196,3193
Mark Conner,vmyers,4845,9827,4847,11735,8691,4198
Mark Cook,sergioandrews,7694,6996,4500,1300,6000,13593
Mark Cooper,grayalexander,0,3197,3995,0,8966,11845
Mark Davies,stephanierichmond,1299,5095,7470,12093,12826,0
Mark Davis,charles24,10696,6796,4150,7696,6995,0
Mark Davis,irodriguez,21508,0,0,8842,799,3894
Mark Davis,sandrahouston,0,8159,2048,12587,0,10243
Mark Delgado,christinecarpenter,5543,0,0,0,25316,14653
Mark English,william15,6169,5299,0,0,4500,0
Mark Fleming,haydennorma,9562,4287,11498,19053,7929,2397
Mark Garcia,april76,5532,6997,7877,4776,7897,21832
Mark Gutierrez,jose43,13984,0,0,8300,15656,0
Mark Gutierrez,khill,2450,8397,0,6796,4693,0
Mark Harris,melissa50,6080,0,0,4098,7898,6441
Mark Hoffman,amysanchez,0,2000,5793,3696,7770,2100
Mark Howell,samuel87,16111,5094,22465,20900,0,3399
Mark Irwin,walkerjustin,0,597,6746,0,14598,12293
Mark Jackson,whiteeric,7950,3098,9382,10693,0,2247
Mark Johnson,scott45,23514,7394,0,0,2300,0
Mark Jordan,mary30,11284,0,0,4897,8876,11690
Mark Kennedy,ashleymanning,1150,7193,11392,11346,0,8327
Mark Kent,umedina,12555,10269,9395,0,0,10699
Mark Kim,westjuan,3000,4580,8273,0,2896,6177
Mark Lang,danielle79,5098,0,12666,0,6470,15654
Mark Mann,zrivera,31009,0,7975,199,10194,0
Mark Martin,pmadden,0,9867,2300,4378,0,1990
Mark Martinez,robertporter,0,16668,5299,4599,1197,25622
Mark Mcbride,santiagojanice,13088,1800,8480,0,0,11166
Mark Miller,burtonandrea,15460,0,16680,11778,11291,5430
Mark Miller,oscar74,1699,1500,22842,4548,5196,7568
Mark Morgan,jeffrey45,28371,1500,9196,8500,16789,11287
Mark Owen,veronicajones,3793,15665,0,15857,0,11669
Mark Potter,theresa02,23431,5347,3698,0,3196,0
Mark Powell,sandy85,18045,2496,12166,499,12583,12864
Mark Ramirez,qmorris,0,0,1896,4187,398,15676
Mark Ray,cwilson,12455,11866,0,0,5697,0
Mark Reed,chicks,4084,9942,0,398,2747,10995
Mark Reynolds,timothy91,8196,1498,11689,3787,6796,14367
Mark Richards,lrivera,650,150,6430,0,4179,20354
Mark Rose,amygriffin,9193,2099,9689,12563,5970,4349
Mark Ross,connormccarthy,0,0,18955,9950,14553,6196
Mark Scott,hhunt,4243,14956,8676,3786,6120,17847
Mark Scott,valerie24,12893,20452,0,9485,10496,0
Mark Smith,chouston,10954,14797,0,0,15063,0
Mark Smith,zhoward,15745,9295,0,5397,5796,5642
Mark Stewart,morgan47,5897,0,11980,8100,0,16691
Mark Sullivan,cindymay,2000,11545,10880,5646,7193,17359
Mark Taylor,hgarcia,8076,16990,0,796,23176,8440
Mark Underwood,douglasbenjamin,500,3980,0,10690,15153,7786
Mark Velazquez,lmcfarland,4548,10098,8728,0,22549,1099
Mark Wagner,youngsheri,0,150,0,8970,900,0
Mark Watkins,amyburns,0,0,12939,8992,15442,5970
Mark Watson,ericcarter,9993,16957,11495,6000,7066,6000
Mark Webb,paulbell,5146,2898,12239,33519,6677,17753
Mark Whitehead,sarakirk,11913,0,0,5799,0,3797
Mark Young,spencer43,2397,28601,5495,5931,8048,0
Martha Lee,angela86,11342,11562,12293,18090,18048,14239
Martha Sawyer,jenniferroberts,12480,0,0,3496,15404,12778
Martha Thomas,pamelacunningham,0,9225,6044,3799,3392,2899
Martin Blair,heather53,6990,13795,11596,0,13246,7942
Martin Cardenas,cooperraymond,11196,11578,11887,0,9646,0
Martin Chen,lbates,3097,10369,8277,19715,2796,6686
Martin Dean,ltyler,0,6130,0,0,11786,17554
Martin Gentry,vstone,4387,13294,7690,9776,9196,0
Martin Henry,sgonzalez,8327,8110,3000,3897,3099,10397
Martin Mann,hpadilla,0,0,5196,7495,10960,10588
Martin Murphy,seanjennings,0,0,16020,24558,9960,0
Martin Payne,saundersdavid,1800,7470,1699,6769,7774,9460
Martin Roberts,gregoryjensen,0,5970,0,5495,5000,3696
Martin Robertson,jennifer40,3450,9593,1598,0,11390,18951
Marvin Ford,ckane,10390,2140,0,0,7696,16256
Marvin Irwin,kmiller,8590,0,2000,0,0,0
Marvin Petersen,eugene19,5992,5500,0,8970,0,500
Marvin Sandoval,rjones,4500,13875,0,4038,0,398
Marvin Schroeder,donald85,11867,0,16579,8391,9597,300
Mary Allen,fmckinney,11101,11862,2388,10486,12460,16839
Mary Austin,thomas16,20012,0,10568,3198,11491,7990
Mary Bates,masonbrian,950,3980,0,12374,11985,0
Mary Brewer,mark68,9790,9176,0,0,6430,0
Mary Brown,robert09,0,4500,0,1699,2598,15867
Mary Brown,stewartnicole,3196,17418,5226,5300,9093,4594
Mary Caldwell,sharonphillips,20327,0,10945,4098,0,2500
Mary Davis,johnsonashley,5494,19188,18392,27215,5130,3643
Mary Davis,shane70,5193,2345,5598,7318,15214,14538
Mary Ellis,hillbetty,0,0,8358,9233,0,0
Mary Erickson,roy10,8195,4795,3450,0,4393,0
Mary Evans,hernandezjillian,8795,2095,5600,10941,17598,5100
Mary Foster,bowenaustin,3490,8594,0,3399,17559,0
Mary Frederick,angela09,2450,13861,4393,0,5239,450
Mary Fritz,pamelajoseph,9018,11734,4130,26483,13940,0
Mary Garcia,kathy69,11857,0,7480,23920,649,7995
Mary Gardner,curtismichelle,3150,12588,1597,3738,5196,9696
Mary Green,simmonstristan,5196,13460,7374,1500,12871,3398
Mary Greene,millerjasmine,12657,0,15284,13462,0,2697
Mary Guzman,maxwellalvarez,24535,3699,0,9196,5997,0
Mary Hanson,cesar13,5799,0,4196,10359,0,9460
Mary Harris,carlsonstacy,25229,3980,8159,5970,4299,6897
Mary Jackson,vanessa84,796,5190,25123,6096,2698,0
Mary Johns,joseph92,14425,6091,10346,10693,7419,6098
Mary Krueger,adriangordon,12895,0,0,0,17968,10857
Mary Leonard,kevin97,14548,9593,0,15717,0,13906
Mary Little,vasquezheather,0,0,10573,0,8100,3150
Mary Lopez,ashleyromero,3098,0,3944,8740,10605,0
Mary Lowery,billglover,8593,11564,0,5793,16772,9897
Mary Martin,crystal20,7970,8110,11920,3600,5599,7198
Mary Martinez,stephen29,0,0,1148,12763,1500,0
Mary Mason,willie32,5590,3398,8780,10158,1047,5146
Mary Miranda,perryangela,0,18901,10689,6270,6770,9297
Mary Moore,austin13,1749,0,0,6796,18038,4398
Mary Moore,swright,8678,16826,16295,0,0,7899
Mary Morales,rebeccamayer,10265,0,0,0,13397,11793
Mary Pierce,fday,0,5693,5693,12377,9346,0
Mary Pitts,zwhite,0,799,3000,9642,0,7294
Mary Roberts,jorgespencer,3948,4047,6891,4990,4995,7091
Mary Robinson,ycooper,16793,0,9206,2798,0,0
Mary Romero,jordanmark,699,7469,0,3980,14043,6675
Mary Sanchez,chencrystal,10854,12096,0,796,0,6146
Mary Simmons,kellyblanchard,11490,0,5196,2290,0,0
Mary Smith,alex81,0,0,14595,24938,0,16362
Mary Smith,haleamber,5929,0,0,21259,0,0
Mary Stafford,gmayo,6590,5097,398,13259,9514,10657
Mary Stewart,vweaver,0,949,1598,3786,0,9445
Mary Thomas DVM,haynesjanice,13505,199,9806,30596,10669,5799
Mary Vasquez,mlamb,1099,6888,1990,33089,1299,11676
Mary Walker,qmiranda,300,16357,9889,20621,0,13595
Mary Werner,samantha10,9345,6598,17016,0,17385,10694
Mary West,cathybrooks,6766,300,6485,7782,18156,12096
Mary York,mreeves,0,0,0,0,0,10558
Mason Wolfe,shepherdscott,9042,1050,300,0,12196,0
Mathew Browning,mbaker,4843,150,1249,18231,14557,2893
Mathew Reynolds,kevin57,8674,6000,0,6738,9270,1996
Matthew Allen,wbaker,13472,12003,2098,8444,9798,6695
Matthew Arnold,carrollwilliam,8686,12392,7098,3150,15353,0
Matthew Baker,danielle11,6368,0,15168,30047,4299,7600
Matthew Barker,staceygeorge,10465,4393,7347,0,4038,8367
Matthew Benjamin,patricia79,12824,9626,0,4196,6376,10280
Matthew Bentley,ginabrown,0,19906,0,6990,19355,16972
Matthew Berg,kristihicks,15409,11857,2147,0,8393,0
Matthew Blair,frederickmichael,0,1296,1898,2748,15289,13192
Matthew Bowers,anna96,597,22410,5194,7960,3650,11089
Matthew Boyd,edwardsmonica,14450,9885,6494,8600,0,0
Matthew Burton,fernandezrussell,4395,13017,5646,3596,11249,11425
Matthew Caldwell,msmith,17806,26211,0,0,0,14154
Matthew Cannon,angela50,3598,0,0,0,0,13602
Matthew Chandler,williamssheri,0,10474,1800,0,22131,0
Matthew Clark,smithbryan,8659,25246,17156,10777,0,19001
Matthew Cohen,pcampbell,13754,13804,398,14462,0,8885
Matthew Cooper,ggarcia,0,8867,24721,4140,4041,0
Matthew Cox,hodgemichael,8490,300,0,4785,15345,11970
Matthew Davis,johnsonlisa,9495,0,8493,9373,0,0
Matthew Davis,kphillips,8299,9367,8279,0,0,5979
Matthew Davis,margaret16,11060,3295,5697,0,19387,16862
Matthew Edwards,garciajaclyn,0,0,1299,0,949,0
Matthew Fernandez,brianbeard,0,3980,0,6196,8875,21452
Matthew Finley,idurham,13042,7146,0,5995,13142,1000
Matthew Flowers,lawrence04,15385,13407,5793,11156,5500,3096
Matthew Freeman,brianmiller,10990,0,300,0,0,14855
Matthew Gallagher PhD,vguerrero,11465,19212,2590,3795,7098,4197
Matthew Gardner,bauersteven,0,19739,2547,15833,6397,16613
Matthew Glenn,debrabrown,7567,0,13584,8545,3195,3845
Matthew Green,kimberly32,4378,8194,0,3598,0,5970
Matthew Guzman,pbranch,5992,11166,0,0,15455,0
Matthew Hampton,millerjamie,1000,17188,0,12196,8895,2140
Matthew Harper,hayeschristopher,19781,398,8548,0,6044,7840
Matthew Harvey,robertohunt,3836,8395,10646,16478,6395,11155
Matthew Henry,haydeneaton,27148,24777,10088,18610,0,0
Matthew Hernandez,lawrencerobinson,9496,398,6898,2496,4696,1799
Matthew Holmes,eric84,0,20642,9193,16975,9892,12382
Matthew Holmes Jr.,yhoward,450,1500,450,11410,6187,7193
Matthew Howell,millermichael,8756,3400,20613,5145,25140,12170
Matthew Hughes,williambrown,18405,0,9359,0,6600,0
Matthew Hunt,greenalexandra,20759,7449,17557,2140,2648,0
Matthew Hunter,granttanya,3196,4100,6989,11116,0,398
Matthew Jacobs,samuel29,4378,0,0,0,6796,5896
Matthew Jones,davidjackson,0,6549,12395,7299,9694,9873
Matthew Jones,vanessa30,11779,5475,5386,6578,1800,7990
Matthew Jordan,davidturner,14470,0,0,5100,2598,0
Matthew King,owilcox,0,4500,0,9995,5490,10495
Matthew Knox,johnsonkelsey,4497,9779,3098,0,6575,9743
Matthew Lawson,aaronmendoza,9748,16664,9095,0,0,0
Matthew Lawson,kenneth86,1848,450,0,11965,0,6000
Matthew Lopez,ellen72,0,3650,22318,3296,9197,12894
Matthew Lucero,brenda34,4698,21442,6968,4646,0,597
Matthew Martin,bradleyberg,3000,5034,8249,12356,0,10699
Matthew Martin,shelley64,21553,0,7196,14646,0,0
Matthew Martinez,sherry50,21849,0,16144,3695,0,11288
Matthew Mason,andrewsmith,3687,0,7197,0,3591,6897
Matthew Mckinney,goodmantamara,11655,6600,7960,12960,0,0
Matthew Miller,hollycox,0,0,3799,14503,18047,12861
Matthew Montes,cruzdavid,0,0,0,2397,20472,13393
Matthew Moore,charles46,8344,4000,10439,5196,0,6236
Matthew Moore,hernandezcathy,0,9068,11196,3296,19488,15355
Matthew Moore,lopezchristopher,10568,7294,995,0,2149,4442
Matthew Moreno,gillleslie,10696,0,0,19438,897,19775
Matthew Morris,kdunlap,18552,3588,3000,1000,10950,14924
Matthew Nelson,moorebradley,29513,0,2847,0,0,0
Matthew Pacheco,emilythomas,1598,17406,0,3897,0,1000
Matthew Patrick,smccarthy,19761,12693,0,0,12764,14265
Matthew Pearson,kimberlyhansen,9093,13090,8979,7393,6293,14558
Matthew Phillips,nelsonjillian,13106,6669,16384,6795,6490,300
Matthew Powell,vlambert,9912,3098,0,7784,4598,16357
Matthew Ramirez,hughesjerry,8640,0,0,8541,10744,1595
Matthew Reed,sharon60,7176,0,1650,12166,11220,2988
Matthew Reeves,petersmary,0,0,5480,14063,0,7495
Matthew Reynolds,jonesdonald,3595,10960,3196,14492,14456,0
Matthew Richardson,tracey60,4990,4387,3395,15018,0,0
Matthew Rivera,johnsmith,22756,7496,8076,3000,5996,12188
Matthew Romero,jessica39,6598,3299,0,0,0,8042
Matthew Ruiz,martinezmark,0,6879,7194,0,17175,0
Matthew Sanchez,laneemily,0,3990,4500,20260,0,8580
Matthew Sanchez,mark62,0,6834,7494,2639,0,20848
Matthew Smith,brewerrobert,15160,0,6766,4894,13424,15460
Matthew Smith,tgonzalez,9566,6377,9843,12172,0,3897
Matthew Sparks,kingmichael,2194,1299,2748,3696,14240,10585
Matthew Villarreal,michael96,14485,15848,22627,8490,0,6291
Matthew Ware,hannah48,13894,11696,10584,1697,0,9665
Maureen Anderson,kevin42,4949,8889,8285,0,18352,9659
Maureen Barajas,reynoldsphillip,11472,0,3799,14868,0,597
Maureen Jones,simpsondennis,4898,8269,15708,6495,3799,1097
Maurice Andrews,cooperjulie,12813,17252,5198,0,11486,10494
Maurice Becker,ocaldwell,2550,0,0,3398,0,4198
Maurice Martinez,christievargas,0,16455,28239,500,2394,14037
Max Wright,wfoster,13214,0,11632,15403,10397,21382
Maxwell Bauer,mthompson,0,0,15558,6195,12847,0
Meagan Davis,taraburns,20238,17410,5047,5796,6548,0
Megan Adams,eric67,2248,0,0,3299,24903,0
Megan Adams,jomurray,8297,10944,9492,6150,9081,7696
Megan Allen,alexandra26,0,11196,0,0,9325,9767
Megan Baird,jacobsonashley,8168,2697,6197,2598,17782,4430
Megan Bray,richardhuber,5589,799,5196,0,6093,0
Megan Browning DDS,emmapalmer,8493,12310,5744,19025,11573,12950
Megan Collins,hallangelica,9626,19308,13196,7883,5594,10443
Megan Farley,fmarks,7960,7694,6766,0,8327,6694
Megan Franklin,cindymason,4194,11183,16589,7394,0,0
Megan Glover,lyonsian,0,5495,5293,0,13276,14249
Megan Guerra,fraziernancy,0,11696,1000,4693,2596,12666
Megan Hill,thomasfloyd,13952,12575,9980,1249,13260,6098
Megan Huynh,jodi84,0,5587,11187,0,2397,13476
Megan Jennings,smithnancy,19382,11941,2100,16961,3345,4845
Megan Johnson,patriciacordova,10761,0,16352,13338,7097,3444
Megan Leonard,rodriguezjonathan,3897,4894,199,12396,13504,12492
Megan Lewis,perezmike,15136,8960,8177,23348,0,8309
Megan Miles,scottcrystal,14480,6790,0,23720,17185,19749
Megan Morse,robert14,15904,7960,4897,3250,23722,0
Megan Murray,fshannon,0,0,398,16071,15989,0
Megan Olson,jamestorres,5992,2097,1799,0,7960,14267
Megan Orr,orichards,5748,4500,8689,4694,10150,0
Megan Phillips,emilyjackson,0,22142,8196,300,0,17000
Megan Scott,edwardtaylor,8517,0,0,7794,0,15862
Megan Smith,juanboyd,0,3142,0,0,0,4289
Megan Thompson,iburke,998,5198,22960,15253,9377,11115
Megan Turner,tranlinda,14000,0,597,1295,16946,16193
Megan Watkins,timothy53,0,3295,7500,13854,2847,14361
Megan Welch,jasonhorton,6380,14646,10985,14617,1500,3189
Megan Williamson,hernandezkevin,0,8992,2590,20362,1748,3793
Meghan Cantrell,williamsjacob,25149,4500,6092,10694,20115,7393
Meghan Gates,susan38,7398,0,10092,4347,13357,12976
Meghan Melton,kgibbs,32012,6596,3947,13821,1799,10463
Melanie Anderson,whitejonathan,6890,0,6043,1498,3199,14462
Melanie Bennett,ronaldgeorge,0,10188,5193,4347,6078,5642
Melanie Castro,luke33,11199,4898,8598,9233,0,597
Melanie Crawford,anthonychung,23581,6088,11998,7470,4444,12267
Melanie Cruz,kevin57,12583,13164,14542,8493,6035,6000
Melanie Foster,hayley53,1000,0,8718,8694,12714,4500
Melanie Fox,vlester,2597,13990,8568,9669,16795,23342
Melanie Gordon,bennettdenise,0,15578,5395,4789,0,9069
Melanie Hughes,margaret19,9476,10450,8084,0,7998,0
Melanie Levine,katiestevens,24514,5098,6450,16159,6444,2786
Melanie Mitchell,ojarvis,0,0,3897,16313,0,0
Melanie Rice,smithkayla,7770,0,150,13894,21146,9791
Melanie Saunders,vjohnson,0,0,450,5299,6696,13471
Melanie Shah,jennifer36,1799,8045,13396,1299,0,18183
Melanie Smith,jayoneal,799,11439,1696,500,0,8693
Melanie Smith,nathaniel21,15661,0,2048,600,11390,0
Melanie Taylor,adambarnett,0,5694,0,19103,0,0
Melanie Williams,juanclark,1500,13193,11033,8244,199,3996
Melinda Castro,kbird,7794,4845,0,19469,5295,15528
Melinda Crosby,barajasbrenda,1598,0,7392,15354,7992,0
Melinda Garcia,kevin15,0,12147,14462,13764,0,12656
Melinda Hobbs,cassandradouglas,6897,4644,17388,11049,2449,6195
Melinda Hubbard,sanchezpatrick,0,7498,4395,0,5887,11892
Melinda Perkins,patelpeter,0,9840,7078,12570,11577,4378
Melinda Simmons,jasminehunt,10992,0,0,11093,7492,0
Melinda Turner,thomas44,2797,0,15862,0,0,4299
Melinda Warner,morgandebra,0,0,12396,5097,3196,4693
